Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2016.03.01 15:18:00;Buy;0.57;EURUSD;1.08391;;1.08508;2016.03.01 15:40:27;1.08508;;;66.69;[tp]
2016.03.01 15:03:02;Buy;0.40;EURUSD;1.08434;;1.08508;2016.03.01 15:40:27;1.08508;;;29.60;[tp]
2016.03.01 15:01:00;Buy;0.29;EURUSD;1.08455;;1.08508;2016.03.01 15:40:27;1.08508;;;15.37;[tp]
2016.03.01 14:36:00;Buy;0.21;EURUSD;1.08540;;1.08508;2016.03.01 15:40:27;1.08508;;;-6.72;[tp]
2016.03.01 14:26:06;Sell;0.40;USDJPY;113.159;;113.059;2016.03.01 14:40:37;113.059;;;35.38;[tp]
2016.03.01 14:25:00;Sell;0.29;USDJPY;113.136;;113.059;2016.03.01 14:40:37;113.059;;;19.75;[tp]
2016.03.01 14:23:03;Sell;0.21;USDJPY;113.109;;113.059;2016.03.01 14:40:37;113.059;;;9.29;[tp]
2016.03.01 10:46:00;Sell;0.40;GBPUSD;1.40156;;1.39900;2016.03.01 11:11:40;1.39900;;;102.40;[tp]
2016.03.01 10:39:00;Sell;0.29;GBPUSD;1.39975;;1.39900;2016.03.01 11:11:40;1.39900;;;21.75;[tp]
2016.03.01 10:33:00;Sell;0.21;GBPUSD;1.39934;;1.39900;2016.03.01 11:11:40;1.39900;;;7.14;[tp]
2016.03.01 09:48:01;Sell;0.21;GBPUSD;1.39599;;1.39428;2016.03.01 10:02:52;1.39428;;;35.91;[tp]
2016.03.01 08:32:00;Buy;0.21;EURUSD;1.08620;;1.08718;2016.03.01 08:41:20;1.08718;;;20.58;[tp]
2016.03.01 07:52:00;Sell;0.57;GBPUSD;1.39784;;1.39642;2016.03.01 07:59:37;1.39642;;;80.94;[tp]
2016.03.01 07:51:03;Sell;0.40;GBPUSD;1.39768;;1.39642;2016.03.01 07:59:37;1.39642;;;50.40;[tp]
2016.03.01 07:46:01;Sell;0.29;GBPUSD;1.39716;;1.39642;2016.03.01 07:59:37;1.39642;;;21.46;[tp]
2016.03.01 07:45:15;Sell;0.21;GBPUSD;1.39692;;1.39642;2016.03.01 07:59:37;1.39642;;;10.50;[tp]
2016.03.01 03:36:00;Sell;0.21;GBPUSD;1.39414;;1.39330;2016.03.01 04:25:12;1.39330;;;17.64;[tp]
2016.03.01 00:29:01;Sell;0.57;GBPUSD;1.39357;;1.39263;2016.03.01 00:55:00;1.39263;;;53.58;[tp]
2016.03.01 00:24:00;Sell;0.40;GBPUSD;1.39332;;1.39263;2016.03.01 00:55:00;1.39263;;;27.60;[tp]
2016.03.01 00:23:00;Sell;0.29;GBPUSD;1.39314;;1.39263;2016.03.01 00:55:00;1.39263;;;14.79;[tp]
2016.03.01 00:02:00;Sell;0.21;GBPUSD;1.39302;;1.39263;2016.03.01 00:55:00;1.39263;;;8.19;[tp]
2016.03.01 00:02:00;Sell;0.21;USDJPY;112.514;;112.402;2016.03.01 00:38:17;112.402;;;20.92;[tp]
2016.02.29 20:50:00;Sell;1.11;GBPUSD;1.39336;;1.39242;2016.02.29 20:57:55;1.39242;;;104.34;[tp]
2016.02.29 20:40:01;Sell;0.79;GBPUSD;1.39320;;1.39242;2016.02.29 20:57:55;1.39242;;;61.62;[tp]
2016.02.29 20:37:11;Sell;0.57;GBPUSD;1.39304;;1.39242;2016.02.29 20:57:55;1.39242;;;35.34;[tp]
2016.02.29 20:33:03;Sell;0.40;GBPUSD;1.39282;;1.39242;2016.02.29 20:57:55;1.39242;;;16.00;[tp]
2016.02.29 20:31:00;Sell;0.29;GBPUSD;1.39265;;1.39242;2016.02.29 20:57:55;1.39242;;;6.67;[tp]
2016.02.29 20:22:02;Sell;0.21;GBPUSD;1.39253;;1.39242;2016.02.29 20:57:55;1.39242;;;2.31;[tp]
2016.02.29 16:41:00;Sell;0.40;USDJPY;112.980;;112.890;2016.02.29 17:26:33;112.890;;;31.89;[tp]
2016.02.29 16:40:01;Sell;0.29;USDJPY;112.962;;112.890;2016.02.29 17:26:33;112.890;;;18.50;[tp]
2016.02.29 16:39:00;Sell;0.21;USDJPY;112.950;;112.890;2016.02.29 17:26:33;112.890;;;11.16;[tp]
2016.02.29 15:58:00;Buy;1.11;EURUSD;1.08645;;1.08709;2016.02.29 16:41:31;1.08709;;;71.04;[tp]
2016.02.29 15:48:00;Buy;0.79;EURUSD;1.08663;;1.08709;2016.02.29 16:41:31;1.08709;;;36.34;[tp]
2016.02.29 15:28:00;Buy;0.57;EURUSD;1.08675;;1.08709;2016.02.29 16:41:31;1.08709;;;19.38;[tp]
2016.02.29 15:26:01;Buy;0.40;EURUSD;1.08708;;1.08709;2016.02.29 16:41:31;1.08709;;;0.40;[tp]
2016.02.29 15:25:00;Buy;0.29;EURUSD;1.08737;;1.08709;2016.02.29 16:41:31;1.08709;;;-8.12;[tp]
2016.02.29 15:24:00;Buy;0.21;EURUSD;1.08764;;1.08709;2016.02.29 16:41:31;1.08709;;;-11.55;[tp]
2016.02.29 15:58:00;Sell;0.57;GBPUSD;1.39411;;1.39227;2016.02.29 16:05:00;1.39227;;;104.88;[tp]
2016.02.29 15:56:00;Sell;0.40;GBPUSD;1.39361;;1.39227;2016.02.29 16:05:00;1.39227;;;53.60;[tp]
2016.02.29 15:55:00;Sell;0.29;GBPUSD;1.39298;;1.39227;2016.02.29 16:05:00;1.39227;;;20.59;[tp]
2016.02.29 15:54:00;Sell;0.21;GBPUSD;1.39255;;1.39227;2016.02.29 16:05:00;1.39227;;;5.88;[tp]
2016.02.29 14:50:08;Sell;1.11;GBPUSD;1.38932;;1.38876;2016.02.29 15:08:18;1.38876;;;62.16;[tp]
2016.02.29 14:49:05;Sell;0.79;GBPUSD;1.38906;;1.38876;2016.02.29 15:08:18;1.38876;;;23.70;[tp]
2016.02.29 14:17:00;Sell;0.57;GBPUSD;1.38859;;1.38876;2016.02.29 15:08:18;1.38876;;;-9.69;[tp]
2016.02.29 14:12:00;Sell;0.40;GBPUSD;1.38828;;1.38876;2016.02.29 15:08:18;1.38876;;;-19.20;[tp]
2016.02.29 14:05:00;Sell;0.29;GBPUSD;1.38751;;1.38876;2016.02.29 15:08:18;1.38876;;;-36.25;[tp]
2016.02.29 14:04:00;Sell;0.21;GBPUSD;1.38709;;1.38876;2016.02.29 15:08:18;1.38876;;;-35.07;[tp]
2016.02.29 12:36:00;Sell;1.11;USDJPY;113.149;;113.088;2016.02.29 14:05:48;113.088;;;59.87;[tp]
2016.02.29 12:35:00;Sell;0.79;USDJPY;113.126;;113.088;2016.02.29 14:05:48;113.088;;;26.55;[tp]
2016.02.29 12:34:00;Sell;0.57;USDJPY;113.099;;113.088;2016.02.29 14:05:48;113.088;;;5.54;[tp]
2016.02.29 12:31:01;Sell;0.40;USDJPY;113.085;;113.088;2016.02.29 14:05:48;113.088;;;-1.06;[tp]
2016.02.29 12:29:03;Sell;0.29;USDJPY;113.072;;113.088;2016.02.29 14:05:48;113.088;;;-4.10;[tp]
2016.02.29 12:28:01;Sell;0.21;USDJPY;113.055;;113.088;2016.02.29 14:05:48;113.088;;;-6.13;[tp]
2016.02.29 11:41:00;Buy;1.11;EURUSD;1.08811;;1.08905;2016.02.29 12:08:02;1.08905;;;104.34;[tp]
2016.02.29 11:36:04;Buy;0.79;EURUSD;1.08825;;1.08905;2016.02.29 12:08:02;1.08905;;;63.20;[tp]
2016.02.29 11:34:04;Buy;0.57;EURUSD;1.08836;;1.08905;2016.02.29 12:08:02;1.08905;;;39.33;[tp]
2016.02.29 11:33:00;Buy;0.40;EURUSD;1.08853;;1.08905;2016.02.29 12:08:02;1.08905;;;20.80;[tp]
2016.02.29 11:28:04;Buy;0.29;EURUSD;1.08878;;1.08905;2016.02.29 12:08:02;1.08905;;;7.83;[tp]
2016.02.29 11:26:00;Buy;0.21;EURUSD;1.08905;;1.08905;2016.02.29 12:08:02;1.08905;;;0.00;[tp]
2016.02.29 07:30:00;Sell;0.21;USDJPY;113.108;;112.998;2016.02.29 07:45:26;112.998;;;20.44;[tp]
2016.02.29 07:02:00;Sell;0.79;USDJPY;113.037;;112.937;2016.02.29 07:05:23;112.937;;;69.95;[tp]
2016.02.29 07:01:00;Sell;0.57;USDJPY;113.027;;112.937;2016.02.29 07:05:23;112.937;;;45.42;[tp]
2016.02.29 06:47:00;Sell;0.40;USDJPY;112.979;;112.937;2016.02.29 07:05:23;112.937;;;14.88;[tp]
2016.02.29 06:46:02;Sell;0.29;USDJPY;112.967;;112.937;2016.02.29 07:05:23;112.937;;;7.70;[tp]
2016.02.29 06:45:00;Sell;0.21;USDJPY;112.948;;112.937;2016.02.29 07:05:23;112.937;;;2.05;[tp]
2016.02.29 06:30:00;Sell;0.40;GBPUSD;1.38769;;1.38683;2016.02.29 07:02:55;1.38683;;;34.40;[tp]
2016.02.29 05:17:02;Sell;0.29;GBPUSD;1.38756;;1.38683;2016.02.29 07:02:55;1.38683;;;21.17;[tp]
2016.02.29 05:01:03;Sell;0.21;GBPUSD;1.38745;;1.38683;2016.02.29 07:02:55;1.38683;;;13.02;[tp]
2016.02.26 18:08:00;Buy;0.21;EURUSD;1.09198;;1.09284;2016.02.26 18:53:18;1.09284;;;18.06;[tp]
2016.02.26 14:16:08;Buy;1.11;EURUSD;1.09601;;1.09712;2016.02.26 14:33:23;1.09712;;;123.21;[tp]
2016.02.26 14:11:00;Buy;0.57;EURUSD;1.09642;;1.09712;2016.02.26 14:33:23;1.09712;;;39.90;[tp]
2016.02.26 14:08:02;Buy;0.40;EURUSD;1.09656;;1.09712;2016.02.26 14:33:23;1.09712;;;22.40;[tp]
2016.02.26 14:03:00;Buy;0.29;EURUSD;1.09668;;1.09712;2016.02.26 14:33:23;1.09712;;;12.76;[tp]
2016.02.26 14:02:00;Buy;0.21;EURUSD;1.09714;;1.09712;2016.02.26 14:33:23;1.09712;;;-0.42;[tp]
2016.02.26 13:14:00;Buy;0.29;EURUSD;1.10067;;1.10176;2016.02.26 13:29:58;1.10176;;;31.61;[tp]
2016.02.26 13:04:00;Buy;0.21;EURUSD;1.10091;;1.10176;2016.02.26 13:29:58;1.10176;;;17.85;[tp]
2016.02.26 12:34:00;Sell;0.40;GBPUSD;1.39837;;1.39717;2016.02.26 12:56:31;1.39717;;;48.00;[tp]
2016.02.26 12:33:00;Sell;0.29;GBPUSD;1.39814;;1.39717;2016.02.26 12:56:31;1.39717;;;28.13;[tp]
2016.02.26 12:24:00;Sell;0.21;GBPUSD;1.39791;;1.39717;2016.02.26 12:56:31;1.39717;;;15.54;[tp]
2016.02.26 10:48:01;Sell;0.21;USDJPY;113.082;;112.995;2016.02.26 11:08:40;112.995;;;16.17;[tp]
2016.02.26 09:06:01;Sell;0.29;GBPUSD;1.40137;;1.40018;2016.02.26 09:11:44;1.40018;;;34.51;[tp]
2016.02.26 09:05:00;Sell;0.21;GBPUSD;1.40105;;1.40018;2016.02.26 09:11:44;1.40018;;;18.27;[tp]
2016.02.26 08:17:00;Sell;0.29;GBPUSD;1.40166;;1.40030;2016.02.26 08:21:15;1.40030;;;39.44;[tp]
2016.02.26 08:15:00;Sell;0.21;GBPUSD;1.40144;;1.40030;2016.02.26 08:21:15;1.40030;;;23.94;[tp]
2016.02.26 07:59:02;Sell;0.79;USDJPY;112.893;;112.797;2016.02.26 08:00:53;112.797;;;67.24;[tp]
2016.02.26 07:58:00;Sell;0.57;USDJPY;112.879;;112.797;2016.02.26 08:00:53;112.797;;;41.44;[tp]
2016.02.26 07:54:00;Sell;0.40;USDJPY;112.869;;112.797;2016.02.26 08:00:53;112.797;;;25.53;[tp]
2016.02.26 07:17:00;Sell;0.29;USDJPY;112.838;;112.797;2016.02.26 08:00:53;112.797;;;10.54;[tp]
2016.02.26 07:14:00;Sell;0.21;USDJPY;112.823;;112.797;2016.02.26 08:00:53;112.797;;;4.84;[tp]
2016.02.26 06:52:01;Buy;0.57;EURUSD;1.10509;;1.10594;2016.02.26 07:26:27;1.10594;;;48.45;[tp]
2016.02.26 06:41:06;Buy;0.40;EURUSD;1.10523;;1.10594;2016.02.26 07:26:27;1.10594;;;28.40;[tp]
2016.02.26 06:39:00;Buy;0.29;EURUSD;1.10538;;1.10594;2016.02.26 07:26:27;1.10594;;;16.24;[tp]
2016.02.26 06:19:00;Buy;0.21;EURUSD;1.10555;;1.10594;2016.02.26 07:26:27;1.10594;;;8.19;[tp]
2016.02.25 21:58:03;Buy;1.11;EURUSD;1.10206;;1.10278;2016.02.26 00:02:43;1.10278;;-3.11;79.92;[tp]
2016.02.25 21:52:02;Buy;0.79;EURUSD;1.10220;;1.10278;2016.02.26 00:02:43;1.10278;;-2.21;45.82;[tp]
2016.02.25 21:50:01;Buy;0.57;EURUSD;1.10238;;1.10278;2016.02.26 00:02:43;1.10278;;-1.60;22.80;[tp]
2016.02.25 21:01:02;Buy;0.40;EURUSD;1.10253;;1.10278;2016.02.26 00:02:43;1.10278;;-1.12;10.00;[tp]
2016.02.25 21:00:12;Buy;0.29;EURUSD;1.10264;;1.10278;2016.02.26 00:02:43;1.10278;;-0.81;4.06;[tp]
2016.02.25 20:44:00;Buy;0.21;EURUSD;1.10278;;1.10278;2016.02.26 00:02:43;1.10278;;-0.59;0.00;[tp]
2016.02.25 19:38:03;Sell;1.11;GBPUSD;1.39715;;1.39612;2016.02.25 21:19:18;1.39612;;;114.33;[tp]
2016.02.25 19:36:00;Sell;1.11;GBPUSD;1.39687;;1.39612;2016.02.25 21:19:18;1.39612;;;83.25;[tp]
2016.02.25 19:24:00;Sell;0.79;GBPUSD;1.39663;;1.39612;2016.02.25 21:19:18;1.39612;;;40.29;[tp]
2016.02.25 19:15:00;Sell;0.40;GBPUSD;1.39652;;1.39612;2016.02.25 21:19:18;1.39612;;;16.00;[tp]
2016.02.25 19:12:00;Sell;0.29;GBPUSD;1.39643;;1.39612;2016.02.25 21:19:18;1.39612;;;8.99;[tp]
2016.02.25 18:55:01;Sell;0.21;GBPUSD;1.39631;;1.39612;2016.02.25 21:19:18;1.39612;;;3.99;[tp]
2016.02.25 15:58:14;Sell;0.21;GBPUSD;1.39494;;1.39371;2016.02.25 16:14:41;1.39371;;;25.83;[tp]
2016.02.25 14:31:06;Buy;1.11;EURUSD;1.09946;;1.10062;2016.02.25 14:41:27;1.10062;;;128.76;[tp]
2016.02.25 14:25:05;Buy;0.79;EURUSD;1.09976;;1.10062;2016.02.25 14:41:27;1.10062;;;67.94;[tp]
2016.02.25 14:09:00;Buy;0.57;EURUSD;1.10022;;1.10062;2016.02.25 14:41:27;1.10062;;;22.80;[tp]
2016.02.25 14:08:00;Buy;0.40;EURUSD;1.10085;;1.10062;2016.02.25 14:41:27;1.10062;;;-9.20;[tp]
2016.02.25 13:34:01;Buy;0.29;EURUSD;1.10101;;1.10062;2016.02.25 14:41:27;1.10062;;;-11.31;[tp]
2016.02.25 13:31:04;Buy;0.21;EURUSD;1.10151;;1.10062;2016.02.25 14:41:27;1.10062;;;-18.69;[tp]
2016.02.25 12:11:00;Sell;1.11;GBPUSD;1.39773;;1.39663;2016.02.25 13:25:00;1.39663;;;122.10;[tp]
2016.02.25 12:10:00;Sell;0.79;GBPUSD;1.39752;;1.39663;2016.02.25 13:25:00;1.39663;;;70.31;[tp]
2016.02.25 12:02:00;Sell;0.57;GBPUSD;1.39631;;1.39663;2016.02.25 13:25:00;1.39663;;;-18.24;[tp]
2016.02.25 12:01:00;Sell;0.40;GBPUSD;1.39531;;1.39663;2016.02.25 13:25:00;1.39663;;;-52.80;[tp]
2016.02.25 11:55:00;Sell;0.29;GBPUSD;1.39505;;1.39663;2016.02.25 13:25:00;1.39663;;;-45.82;[tp]
2016.02.25 11:46:00;Sell;0.21;GBPUSD;1.39492;;1.39663;2016.02.25 13:25:00;1.39663;;;-35.91;[tp]
2016.02.25 09:49:02;Sell;0.21;GBPUSD;1.39367;;1.39264;2016.02.25 09:59:49;1.39264;;;21.63;[tp]
2016.02.24 20:17:06;Buy;0.40;EURUSD;1.10072;;1.10161;2016.02.24 22:51:29;1.10161;;;35.60;[tp]
2016.02.24 20:10:07;Buy;0.29;EURUSD;1.10084;;1.10161;2016.02.24 22:51:29;1.10161;;;22.33;[tp]
2016.02.24 19:55:00;Buy;0.21;EURUSD;1.10109;;1.10161;2016.02.24 22:51:29;1.10161;;;10.92;[tp]
2016.02.24 21:16:00;Sell;0.79;GBPUSD;1.39471;;1.39294;2016.02.24 21:35:56;1.39294;;;139.83;[tp]
2016.02.24 20:54:00;Sell;0.57;GBPUSD;1.39358;;1.39294;2016.02.24 21:35:56;1.39294;;;36.48;[tp]
2016.02.24 20:37:00;Sell;0.40;GBPUSD;1.39330;;1.39294;2016.02.24 21:35:56;1.39294;;;14.40;[tp]
2016.02.24 20:20:04;Sell;0.29;GBPUSD;1.39310;;1.39294;2016.02.24 21:35:56;1.39294;;;4.64;[tp]
2016.02.24 20:13:00;Sell;0.21;GBPUSD;1.39268;;1.39294;2016.02.24 21:35:56;1.39294;;;-5.46;[tp]
2016.02.24 17:21:01;Buy;0.57;EURUSD;1.10179;;1.10283;2016.02.24 18:01:00;1.10283;;;59.28;[tp]
2016.02.24 16:53:09;Buy;0.40;EURUSD;1.10191;;1.10283;2016.02.24 18:01:00;1.10283;;;36.80;[tp]
2016.02.24 16:50:01;Buy;0.29;EURUSD;1.10241;;1.10283;2016.02.24 18:01:00;1.10283;;;12.18;[tp]
2016.02.24 16:45:00;Buy;0.21;EURUSD;1.10251;;1.10283;2016.02.24 18:01:00;1.10283;;;6.72;[tp]
2016.02.24 15:22:17;Sell;0.79;GBPUSD;1.39582;;1.39454;2016.02.24 15:25:26;1.39454;;;101.12;[tp]
2016.02.24 15:19:18;Sell;0.57;GBPUSD;1.39571;;1.39454;2016.02.24 15:25:26;1.39454;;;66.69;[tp]
2016.02.24 15:09:59;Sell;0.40;GBPUSD;1.39550;;1.39454;2016.02.24 15:25:26;1.39454;;;38.40;[tp]
2016.02.24 15:02:15;Sell;0.29;GBPUSD;1.39445;;1.39454;2016.02.24 15:25:26;1.39454;;;-2.61;[tp]
2016.02.24 15:01:33;Sell;0.21;GBPUSD;1.39427;;1.39454;2016.02.24 15:25:26;1.39454;;;-5.67;[tp]
2016.02.24 14:31:00;Buy;0.21;EURUSD;1.09769;;1.09864;2016.02.24 14:44:39;1.09864;;;19.95;[tp]
2016.02.24 08:05:11;Buy;0.40;EURUSD;1.09932;;1.10032;2016.02.24 08:16:01;1.10032;;;40.00;[tp]
2016.02.24 08:04:43;Buy;0.29;EURUSD;1.09948;;1.10032;2016.02.24 08:16:01;1.10032;;;24.36;[tp]
2016.02.24 07:59:45;Buy;0.21;EURUSD;1.09970;;1.10032;2016.02.24 08:16:01;1.10032;;;13.02;[tp]
2016.02.24 07:25:04;Sell;1.11;USDJPY;112.171;;112.089;2016.02.24 08:00:46;112.089;;;81.20;[tp]
2016.02.24 07:24:06;Sell;0.79;USDJPY;112.154;;112.089;2016.02.24 08:00:46;112.089;;;45.81;[tp]
2016.02.24 07:12:04;Sell;0.57;USDJPY;112.063;;112.089;2016.02.24 08:00:46;112.089;;;-13.22;[tp]
2016.02.24 07:09:00;Sell;0.40;USDJPY;112.032;;112.089;2016.02.24 08:00:46;112.089;;;-20.34;[tp]
2016.02.24 07:04:11;Sell;0.29;USDJPY;112.003;;112.089;2016.02.24 08:00:46;112.089;;;-22.25;[tp]
2016.02.24 07:01:01;Sell;0.21;USDJPY;111.972;;112.089;2016.02.24 08:00:46;112.089;;;-21.92;[tp]
2016.02.24 07:26:17;Sell;1.11;GBPUSD;1.40140;;1.39982;2016.02.24 07:44:12;1.39982;;;175.38;[tp]
2016.02.24 07:23:03;Sell;0.79;GBPUSD;1.40085;;1.39982;2016.02.24 07:44:12;1.39982;;;81.37;[tp]
2016.02.24 07:10:00;Sell;0.57;GBPUSD;1.40029;;1.39982;2016.02.24 07:44:12;1.39982;;;26.79;[tp]
2016.02.24 07:09:01;Sell;0.40;GBPUSD;1.39999;;1.39982;2016.02.24 07:44:12;1.39982;;;6.80;[tp]
2016.02.24 07:04:15;Sell;0.29;GBPUSD;1.39980;;1.39982;2016.02.24 07:44:12;1.39982;;;-0.58;[tp]
2016.02.24 07:03:04;Sell;0.21;GBPUSD;1.39920;;1.39982;2016.02.24 07:44:12;1.39982;;;-13.02;[tp]
2016.02.24 03:33:08;Sell;0.21;GBPUSD;1.39852;;1.39768;2016.02.24 05:05:30;1.39768;;;17.64;[tp]
2016.02.24 01:44:01;Buy;1.11;EURUSD;1.10037;;1.10097;2016.02.24 02:31:11;1.10097;;;66.60;[tp]
2016.02.24 01:12:01;Buy;0.79;EURUSD;1.10055;;1.10097;2016.02.24 02:31:11;1.10097;;;33.18;[tp]
2016.02.24 01:09:02;Buy;0.57;EURUSD;1.10069;;1.10097;2016.02.24 02:31:11;1.10097;;;15.96;[tp]
2016.02.24 01:07:00;Buy;0.40;EURUSD;1.10084;;1.10097;2016.02.24 02:31:11;1.10097;;;5.20;[tp]
2016.02.24 01:06:01;Buy;0.29;EURUSD;1.10105;;1.10097;2016.02.24 02:31:11;1.10097;;;-2.32;[tp]
2016.02.24 01:04:03;Buy;0.21;EURUSD;1.10117;;1.10097;2016.02.24 02:31:11;1.10097;;;-4.20;[tp]
2016.02.24 00:48:03;Sell;0.21;USDJPY;112.040;;111.936;2016.02.24 01:01:11;111.936;;;19.51;[tp]
2016.02.23 19:25:02;Buy;0.40;EURUSD;1.10065;;1.10161;2016.02.23 20:41:37;1.10161;;;38.40;[tp]
2016.02.23 19:21:01;Buy;0.29;EURUSD;1.10079;;1.10161;2016.02.23 20:41:37;1.10161;;;23.78;[tp]
2016.02.23 19:20:00;Buy;0.21;EURUSD;1.10099;;1.10161;2016.02.23 20:41:37;1.10161;;;13.02;[tp]
2016.02.23 15:56:06;Sell;0.57;GBPUSD;1.41171;;1.41033;2016.02.23 16:00:37;1.41033;;;78.66;[tp]
2016.02.23 15:52:00;Sell;0.40;GBPUSD;1.41118;;1.41033;2016.02.23 16:00:37;1.41033;;;34.00;[tp]
2016.02.23 15:51:03;Sell;0.29;GBPUSD;1.41106;;1.41033;2016.02.23 16:00:37;1.41033;;;21.17;[tp]
2016.02.23 15:49:07;Sell;0.21;GBPUSD;1.41048;;1.41033;2016.02.23 16:00:37;1.41033;;;3.15;[tp]
2016.02.23 12:01:00;Buy;0.21;EURUSD;1.09912;;1.10012;2016.02.23 12:26:51;1.10012;;;21.00;[tp]
2016.02.23 12:10:01;Sell;0.40;USDJPY;112.122;;112.031;2016.02.23 12:26:49;112.031;;;32.49;[tp]
2016.02.23 12:09:00;Sell;0.29;USDJPY;112.110;;112.031;2016.02.23 12:26:49;112.031;;;20.45;[tp]
2016.02.23 11:39:04;Sell;0.21;USDJPY;112.087;;112.031;2016.02.23 12:26:49;112.031;;;10.50;[tp]
2016.02.23 10:39:00;Sell;0.21;GBPUSD;1.41281;;1.41174;2016.02.23 10:40:32;1.41174;;;22.47;[tp]
2016.02.23 08:41:00;Sell;0.21;GBPUSD;1.41450;;1.41301;2016.02.23 08:49:22;1.41301;;;31.29;[tp]
2016.02.23 02:26:00;Sell;0.21;USDJPY;112.279;;112.165;2016.02.23 02:41:12;112.165;;;21.34;[tp]
2016.02.22 23:36:05;Sell;0.57;USDJPY;113.041;;112.935;2016.02.23 00:01:59;112.935;;-1.30;53.50;[tp]
2016.02.22 23:29:10;Sell;0.40;USDJPY;113.004;;112.935;2016.02.23 00:01:59;112.935;;-0.91;24.44;[tp]
2016.02.22 23:17:00;Sell;0.29;USDJPY;112.979;;112.935;2016.02.23 00:01:59;112.935;;-0.66;11.30;[tp]
2016.02.22 22:32:01;Sell;0.21;USDJPY;112.965;;112.935;2016.02.23 00:01:59;112.935;;-0.48;5.58;[tp]
2016.02.22 18:43:01;Sell;0.21;USDJPY;113.185;;113.101;2016.02.22 19:05:51;113.101;;;15.60;[tp]
2016.02.22 17:39:05;Sell;0.79;USDJPY;113.212;;113.128;2016.02.22 17:51:54;113.128;;;58.66;[tp]
2016.02.22 17:35:04;Sell;0.57;USDJPY;113.198;;113.128;2016.02.22 17:51:54;113.128;;;35.27;[tp]
2016.02.22 17:25:00;Sell;0.40;USDJPY;113.185;;113.128;2016.02.22 17:51:54;113.128;;;20.15;[tp]
2016.02.22 17:23:05;Sell;0.29;USDJPY;113.174;;113.128;2016.02.22 17:51:54;113.128;;;11.79;[tp]
2016.02.22 17:20:01;Sell;0.21;USDJPY;113.164;;113.128;2016.02.22 17:51:54;113.128;;;6.68;[tp]
2016.02.22 16:58:00;Sell;0.79;GBPUSD;1.41615;;1.41499;2016.02.22 17:02:52;1.41499;;;91.64;[tp]
2016.02.22 16:57:00;Sell;0.57;GBPUSD;1.41589;;1.41499;2016.02.22 17:02:52;1.41499;;;51.30;[tp]
2016.02.22 16:56:00;Sell;0.40;GBPUSD;1.41568;;1.41499;2016.02.22 17:02:52;1.41499;;;27.60;[tp]
2016.02.22 16:55:00;Sell;0.29;GBPUSD;1.41546;;1.41499;2016.02.22 17:02:52;1.41499;;;13.63;[tp]
2016.02.22 16:54:00;Sell;0.21;GBPUSD;1.41502;;1.41499;2016.02.22 17:02:52;1.41499;;;0.63;[tp]
2016.02.22 15:23:00;Sell;1.11;GBPUSD;1.41311;;1.41252;2016.02.22 16:03:49;1.41252;;;65.49;[tp]
2016.02.22 15:10:00;Sell;0.79;GBPUSD;1.41294;;1.41252;2016.02.22 16:03:49;1.41252;;;33.18;[tp]
2016.02.22 15:09:00;Sell;0.57;GBPUSD;1.41282;;1.41252;2016.02.22 16:03:49;1.41252;;;17.10;[tp]
2016.02.22 14:47:00;Sell;0.40;GBPUSD;1.41234;;1.41252;2016.02.22 16:03:49;1.41252;;;-7.20;[tp]
2016.02.22 14:46:00;Sell;0.29;GBPUSD;1.41153;;1.41252;2016.02.22 16:03:49;1.41252;;;-28.71;[tp]
2016.02.22 14:43:00;Sell;0.21;GBPUSD;1.41122;;1.41252;2016.02.22 16:03:49;1.41252;;;-27.30;[tp]
2016.02.22 08:06:00;Sell;0.79;GBPUSD;1.42183;;1.42065;2016.02.22 08:07:00;1.42065;;;93.22;[tp]
2016.02.22 08:05:00;Sell;0.57;GBPUSD;1.42170;;1.42065;2016.02.22 08:07:00;1.42065;;;59.85;[tp]
2016.02.22 08:01:00;Sell;0.40;GBPUSD;1.42157;;1.42065;2016.02.22 08:07:00;1.42065;;;36.80;[tp]
2016.02.22 08:00:00;Sell;0.29;GBPUSD;1.42072;;1.42065;2016.02.22 08:07:00;1.42065;;;2.03;[tp]
2016.02.22 07:59:00;Sell;0.21;GBPUSD;1.42028;;1.42065;2016.02.22 08:07:00;1.42065;;;-7.77;[tp]
2016.02.19 14:01:04;Sell;0.29;GBPUSD;1.42797;;1.42685;2016.02.19 14:12:31;1.42685;;;32.48;[tp]
2016.02.19 13:59:00;Sell;0.21;GBPUSD;1.42778;;1.42685;2016.02.19 14:12:31;1.42685;;;19.53;[tp]
2016.02.19 13:38:01;Sell;1.11;USDJPY;113.160;;113.048;2016.02.19 13:47:20;113.048;;;109.97;[tp]
2016.02.19 13:32:00;Sell;0.79;USDJPY;113.067;;113.048;2016.02.19 13:47:20;113.048;;;13.28;[tp]
2016.02.19 13:31:00;Sell;0.57;USDJPY;113.049;;113.048;2016.02.19 13:47:20;113.048;;;0.50;[tp]
2016.02.19 13:02:02;Sell;0.40;USDJPY;113.033;;113.048;2016.02.19 13:47:20;113.048;;;-5.31;[tp]
2016.02.19 13:01:03;Sell;0.29;USDJPY;113.005;;113.048;2016.02.19 13:47:20;113.048;;;-11.03;[tp]
2016.02.19 12:43:06;Sell;0.21;USDJPY;112.992;;113.048;2016.02.19 13:47:20;113.048;;;-10.40;[tp]
